datetime,ticker,chain_detected
2025-11-29 08:04:00,BTCUSDT,-1.0
2025-11-29 08:05:00,BTCUSDT,-1.0
2025-11-29 08:06:00,BTCUSDT,-1.0
2025-11-29 08:07:00,BTCUSDT,0
2025-11-29 08:08:00,BTCUSDT,0
2025-11-29 08:09:00,BTCUSDT,0
2025-11-29 08:10:00,BTCUSDT,0
2025-11-29 08:11:00,BTCUSDT,0
2025-11-29 08:12:00,BTCUSDT,0
2025-11-29 08:13:00,BTCUSDT,0
2025-11-29 08:14:00,BTCUSDT,0
2025-11-29 08:15:00,BTCUSDT,0
2025-11-29 08:16:00,BTCUSDT,0
2025-11-29 08:17:00,BTCUSDT,0
2025-11-29 08:18:00,BTCUSDT,0
2025-11-29 08:19:00,BTCUSDT,0
2025-11-29 08:20:00,BTCUSDT,0
2025-11-29 08:21:00,BTCUSDT,0
2025-11-29 08:22:00,BTCUSDT,0
2025-11-29 08:23:00,BTCUSDT,0
2025-11-29 08:24:00,BTCUSDT,0
2025-11-29 08:25:00,BTCUSDT,0
2025-11-29 08:26:00,BTCUSDT,0
2025-11-29 08:27:00,BTCUSDT,0
2025-11-29 08:28:00,BTCUSDT,0
2025-11-29 08:29:00,BTCUSDT,0
2025-11-29 08:30:00,BTCUSDT,0
2025-11-29 08:31:00,BTCUSDT,0
2025-11-29 08:32:00,BTCUSDT,0
2025-11-29 08:33:00,BTCUSDT,0
2025-11-29 08:34:00,BTCUSDT,0
2025-11-29 08:35:00,BTCUSDT,0
